Small Unit Installation Postcode,Jan 2011 - Installations Quantity,Feb 2011 - Installations Quantity,Mar 2011 - Installations Quantity,Apr 2011 - Installations Quantity,May 2011 - Installations Quantity,Jun 2011 - Installations Quantity,Jul 2011 - Installations Quantity,Aug 2011 - Installations Quantity,Sep 2011 - Installations Quantity,Oct 2011 - Installations Quantity,Nov 2011 - Installations Quantity,Dec 2011 - Installations Quantity,Jan 2012 - Installations Quantity,Feb 2012 - Installations Quantity,Mar 2012 - Installations Quantity,Apr 2012 - Installations Quantity,May 2012 - Installations Quantity,Jun 2012 - Installations Quantity,Jul 2012 - Installations Quantity,Aug 2012 - Installations Quantity,Sep 2012 - Installations Quantity,Oct 2012 - Installations Quantity,Nov 2012 - Installations Quantity,Dec 2012 - Installations Quantity,Jan 2013 - Installations Quantity,Feb 2013 - Installations Quantity,Mar 2013 - Installations Quantity,Apr 2013 - Installations Quantity,May 2013 - Installations Quantity,Jun 2013 - Installations Quantity,Jul 2013 - Installations Quantity,Aug 2013 - Installations Quantity,Sep 2013 - Installations Quantity,Oct 2013 - Installations Quantity,Nov 2013 - Installations Quantity,Dec 2013 - Installations Quantity,Jan 2014 - Installations Quantity,Feb 2014 - Installations Quantity,Mar 2014 - Installations Quantity,Apr 2014 - Installations Quantity,May 2014 - Installations Quantity,Jun 2014 - Installations Quantity,Jul 2014 - Installations Quantity,Aug 2014 - Installations Quantity,Sep 2014 - Installations Quantity,Oct 2014 - Installations Quantity,Nov 2014 - Installations Quantity,Dec 2014 - Installations Quantity,Jan 2015 - Installations Quantity,Feb 2015 - Installations Quantity,Mar 2015 - Installations Quantity,Apr 2015 - Installations Quantity,May 2015 - Installations Quantity,Jun 2015 - Installations Quantity,Jul 2015 - Installations Quantity,Aug 2015 - Installations Quantity,Sep 2015 - Installations Quantity,Oct 2015 - Installations Quantity,Nov 2015 - Installations Quantity,Dec 2015 - Installations Quantity,Jan 2016 - Installations Quantity,Feb 2016 - Installations Quantity,Mar 2016 - Installations Quantity,Apr 2016 - Installations Quantity,May 2016 - Installations Quantity,Jun 2016 - Installations Quantity,Jul 2016 - Installations Quantity,Aug 2016 - Installations Quantity,Sep 2016 - Installations Quantity,Oct 2016 - Installations Quantity,Nov 2016 - Installations Quantity,Dec 2016 - Installations Quantity,Jan 2017 - Installations Quantity,Feb 2017 - Installations Quantity,Mar 2017 - Installations Quantity,Apr 2017 - Installations Quantity,May 2017 - Installations Quantity,Jun 2017 - Installations Quantity,Jul 2017 - Installations Quantity,Aug 2017 - Installations Quantity,Sep 2017 - Installations Quantity,Oct 2017 - Installations Quantity,Nov 2017 - Installations Quantity,Dec 2017 - Installations Quantity,Jan 2018 - Installations Quantity,Feb 2018 - Installations Quantity,Mar 2018 - Installations Quantity,Apr 2018 - Installations Quantity,May 2018 - Installations Quantity,Jun 2018 - Installations Quantity,Jul 2018 - Installations Quantity,Aug 2018 - Installations Quantity,Sep 2018 - Installations Quantity,Oct 2018 - Installations Quantity,Nov 2018 - Installations Quantity,Dec 2018 - Installations Quantity,Jan 2019 - Installations Quantity,Feb 2019 - Installations Quantity,Mar 2019 - Installations Quantity,Apr 2019 - Installations Quantity,May 2019 - Installations Quantity,Jun 2019 - Installations Quantity,Jul 2019 - Installations Quantity,Aug 2019 - Installations Quantity,Sep 2019 - Installations Quantity,Oct 2019 - Installations Quantity,Nov 2019 - Installations Quantity,Dec 2019 - Installations Quantity,Jan 2020 - Installations Quantity,Feb 2020 - Installations Quantity,Mar 2020 - Installations Quantity,Apr 2020 - Installations Quantity,May 2020 - Installations Quantity,Jun 2020 - Installations Quantity,Jul 2020 - Installations Quantity,Aug 2020 - Installations Quantity,Sep 2020 - Installations Quantity,Oct 2020 - Installations Quantity,Nov 2020 - Installations Quantity,Dec 2020 - Installations Quantity,Jan 2021 - Installations Quantity,Feb 2021 - Installations Quantity,Mar 2021 - Installations Quantity,Apr 2021 - Installations Quantity,May 2021 - Installations Quantity,Jun 2021 - Installations Quantity,Jul 2021 - Installations Quantity,Aug 2021 - Installations Quantity,Sep 2021 - Installations Quantity,Oct 2021 - Installations Quantity,Nov 2021 - Installations Quantity,Dec 2021 - Installations Quantity,Jan 2022 - Installations Quantity,Feb 2022 - Installations Quantity,Mar 2022 - Installations Quantity,Apr 2022 - Installations Quantity,May 2022 - Installations Quantity,Jun 2022 - Installations Quantity,Jul 2022 - Installations Quantity,Aug 2022 - Installations Quantity,Sep 2022 - Installations Quantity,Oct 2022 - Installations Quantity,Nov 2022 - Installations Quantity,Dec 2022 - Installations Quantity,Jan 2023 - Installations Quantity,Feb 2023 - Installations Quantity,Mar 2023 - Installations Quantity,Apr 2023 - Installations Quantity,May 2023 - Installations Quantity,Jun 2023 - Installations Quantity,Jul 2023 - Installations Quantity,Aug 2023 - Installations Quantity,Sep 2023 - Installations Quantity,Oct 2023 - Installations Quantity,Nov 2023 - Installations Quantity,Dec 2023 - Installations Quantity,Jan 2024 - Installations Quantity,Feb 2024 - Installations Quantity,Mar 2024 - Installations Quantity,Apr 2024 - Installations Quantity
3151,8,9,13,12,10,20,3,3,10,3,2,3,2,5,9,12,5,10,7,6,10,1,4,8,4,2,3,3,4,7,2,3,4,1,2,2,2,3,3,4,4,4,2,2,4,11,3,5,5,4,5,3,1,3,1,1,1,2,2,2,0,2,0,1,1,1,1,3,1,0,2,3,1,2,2,0,0,0,2,3,5,2,2,3,3,2,2,0,2,1,1,2,5,7,5,7,4,14,14,6,3,3,4,4,0,9,8,6,9,4,6,5,7,10,8,3,0,11,29,50,17,46,11,11,4,19,51,10,10,4,7,13,4,8,20,6,10,2,8,5,5,4,32,17,15,12,13,4,6,6,6,6,10,13,10,9,2,5,4,1
3152,22,34,29,47,46,76,19,12,31,8,10,6,13,19,32,35,51,62,28,18,38,12,7,28,12,13,5,6,13,12,6,14,17,14,11,13,6,17,15,15,18,20,15,17,27,13,28,25,21,17,18,10,12,6,17,16,19,11,6,21,7,10,7,10,8,22,20,8,11,8,14,9,5,4,3,5,12,13,16,11,2,8,18,10,11,14,19,12,15,10,12,18,11,34,30,33,41,38,44,37,29,10,23,23,37,49,36,37,46,36,53,30,34,46,49,8,2,41,57,57,52,33,51,38,39,33,40,37,18,37,43,39,17,24,29,21,25,27,37,36,26,28,46,42,24,32,29,25,27,23,29,19,31,21,37,42,18,20,24,7
3153,11,12,36,30,33,26,12,9,20,5,5,7,9,25,21,25,33,31,13,15,29,11,14,22,11,8,13,6,7,12,9,8,9,11,14,6,10,16,7,10,16,15,16,16,11,15,11,13,6,11,12,6,8,6,5,12,14,9,9,9,7,7,7,7,8,11,14,8,6,3,4,5,8,8,5,12,7,9,14,13,13,10,10,13,4,10,17,7,13,13,10,12,13,25,15,16,21,18,25,20,4,9,10,17,14,17,19,21,12,15,26,16,11,16,22,4,4,15,38,21,24,16,26,24,14,32,24,36,23,26,28,25,12,13,22,8,18,16,13,24,20,12,16,19,19,25,17,13,21,17,17,26,15,19,21,25,22,12,20,7
3154,3,1,2,4,2,3,4,3,7,0,2,0,2,8,1,7,10,4,5,3,10,0,1,3,2,1,1,2,5,1,3,3,2,0,0,4,1,0,1,2,3,2,2,0,4,5,2,3,1,4,2,0,2,0,3,2,0,1,0,1,1,6,1,3,4,3,1,1,0,1,1,1,1,5,2,2,2,1,5,2,1,3,1,1,2,5,3,0,1,0,2,2,2,2,2,3,4,9,1,3,0,1,4,3,4,1,2,3,6,4,4,0,5,1,6,0,0,3,8,4,3,5,6,2,3,7,3,3,2,7,2,2,0,2,1,5,3,3,3,3,11,3,2,2,7,2,4,4,2,1,8,3,5,4,5,2,2,1,2,3
3155,15,17,25,20,36,41,10,19,23,6,10,12,5,18,20,29,31,37,17,14,29,8,8,17,4,7,8,13,5,4,8,6,7,10,2,7,7,11,5,6,8,8,16,8,16,13,23,12,8,5,10,4,8,5,10,10,8,5,8,6,7,12,13,8,7,11,6,7,6,8,3,11,8,2,6,3,9,5,15,3,11,7,9,9,10,10,9,6,8,10,6,7,12,21,14,20,14,24,15,17,9,7,6,15,8,30,22,15,22,27,20,12,12,13,29,1,3,11,32,23,20,17,26,25,21,40,26,17,9,15,31,17,7,17,14,14,8,15,18,20,15,11,26,19,10,11,14,18,20,9,17,19,17,16,22,26,21,21,17,8
3156,26,30,48,47,77,80,33,28,44,14,19,23,25,30,59,39,61,82,36,39,53,18,18,30,18,19,23,17,14,16,26,20,22,15,16,17,21,22,15,20,28,11,24,19,17,22,21,18,10,23,22,20,13,16,16,11,19,17,11,14,12,17,16,17,16,23,7,10,9,8,10,13,7,10,15,15,13,10,26,18,14,12,24,28,21,23,29,18,11,13,9,20,29,35,42,30,37,35,51,41,21,16,16,26,19,41,47,30,23,38,33,47,31,28,53,12,1,27,45,51,28,47,48,51,31,45,39,37,32,48,32,37,19,23,32,27,22,24,25,28,42,26,43,40,27,31,41,38,31,22,34,29,23,27,33,47,31,27,22,14
3158,6,6,4,0,5,3,3,1,4,1,2,1,5,4,4,5,9,11,8,3,5,2,3,3,3,5,1,1,3,5,1,1,1,2,1,2,5,2,2,1,4,2,3,1,1,4,1,5,2,5,5,5,2,3,1,5,2,0,0,3,0,3,4,3,3,2,2,3,2,2,1,4,2,3,1,0,1,3,5,1,4,2,0,2,3,2,2,2,0,2,3,2,2,3,8,4,8,8,4,4,3,3,1,2,6,2,4,3,2,5,7,7,10,4,5,1,0,3,11,4,4,4,10,4,5,7,5,6,3,7,6,6,5,5,5,2,4,4,7,3,1,5,2,6,9,8,9,9,2,3,4,7,6,5,8,6,3,4,1,1
3159,1,3,6,0,4,3,0,0,2,0,1,1,1,3,2,3,3,5,3,0,0,0,0,3,1,0,1,1,1,0,0,2,1,1,1,0,1,1,1,1,0,1,0,2,1,2,2,0,0,1,1,0,2,0,1,1,4,2,0,1,0,1,0,0,0,3,1,2,0,0,1,0,1,2,1,1,3,1,2,2,2,0,1,1,0,1,2,0,1,2,2,3,0,2,1,0,1,1,5,2,0,1,1,3,2,0,1,1,0,2,3,5,1,2,2,1,1,3,4,0,2,0,3,3,5,2,4,1,3,3,3,2,2,0,0,0,3,0,2,1,0,2,3,2,1,2,0,2,1,1,3,3,2,2,1,0,1,2,0,0
3160,5,5,5,5,9,10,3,5,5,0,1,1,1,1,2,7,11,9,9,4,14,2,1,1,1,1,1,3,0,5,3,3,0,5,2,2,3,8,3,3,2,3,3,5,7,4,7,2,3,4,9,4,7,2,3,2,2,4,4,5,0,6,6,3,1,5,1,1,2,2,1,7,1,4,1,0,4,2,5,3,5,1,1,5,5,4,7,2,8,0,4,3,5,3,13,7,9,13,7,9,6,1,3,6,4,2,5,4,8,8,6,7,10,4,5,5,0,6,10,11,6,6,11,10,9,6,7,6,8,5,8,6,2,3,7,5,3,6,6,10,9,7,9,10,1,11,8,4,6,7,7,12,6,4,6,6,3,5,5,3
3161,4,4,1,2,5,8,2,1,7,1,1,0,2,1,1,2,4,2,3,5,4,1,0,4,1,0,3,1,4,0,2,2,1,1,1,0,0,1,3,5,0,0,3,4,10,1,3,3,1,3,1,1,1,5,0,4,0,2,1,3,1,2,1,2,1,0,1,4,8,1,2,5,2,1,1,3,2,1,0,4,2,2,4,5,2,4,4,3,4,1,2,4,6,3,5,5,4,5,5,3,5,6,4,3,7,2,9,5,3,6,6,7,4,7,4,1,2,7,7,17,4,12,9,5,5,8,3,4,4,5,4,9,3,5,9,3,4,8,7,10,7,8,9,4,4,4,12,6,3,3,10,9,8,8,10,12,4,5,1,1
3162,6,4,6,7,8,18,3,4,10,2,3,3,2,3,7,3,16,14,5,3,12,2,5,10,2,4,3,1,1,1,3,1,2,4,1,5,3,3,4,3,4,7,7,3,6,6,7,4,2,7,7,1,6,4,3,6,5,0,7,5,3,3,1,0,9,2,5,2,1,0,0,4,1,5,3,4,4,1,6,5,2,4,3,3,2,8,2,3,3,4,6,1,7,4,8,6,10,10,14,9,6,8,7,3,5,7,4,9,7,11,6,5,6,4,10,2,0,3,13,9,7,15,15,12,16,9,9,9,5,14,13,9,9,12,9,6,6,8,6,7,17,9,17,14,11,11,6,7,12,10,9,9,14,5,13,15,2,15,10,5
3163,9,11,22,13,16,23,9,10,15,4,2,3,8,15,10,18,19,24,11,10,15,3,5,13,5,3,5,14,8,5,7,4,7,8,8,7,3,4,6,4,11,7,4,5,7,5,4,6,8,13,10,5,3,5,1,8,3,2,5,8,10,5,6,7,3,6,4,1,5,6,4,6,4,3,7,4,7,6,9,11,9,5,5,3,5,3,10,8,13,5,6,8,3,10,15,13,17,13,15,18,11,6,6,6,1,14,14,14,17,12,13,11,8,10,15,5,2,7,15,14,20,15,15,18,9,9,14,17,9,17,23,15,3,14,11,6,23,13,17,12,16,13,22,21,13,16,19,11,13,7,16,14,16,7,11,12,18,18,10,8
3164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,12,16,17,12,20,35,7,6,18,3,12,3,9,10,10,25,32,35,7,7,17,8,9,16,4,8,8,5,3,4,6,10,3,9,13,8,10,12,12,7,12,7,6,9,19,15,8,10,5,10,12,12,5,8,8,7,8,9,2,2,7,5,2,2,6,5,2,7,5,7,4,3,2,3,8,4,5,4,6,7,10,8,4,13,5,6,5,4,6,8,7,7,6,13,20,30,18,17,16,13,11,11,11,13,7,16,13,14,19,20,19,10,20,14,18,3,2,14,21,22,27,25,26,26,17,16,18,33,17,22,22,16,15,20,20,12,11,10,16,15,22,18,23,24,21,23,18,17,10,9,13,18,15,29,25,20,19,22,9,8
3166,9,14,12,14,28,41,10,6,18,5,6,5,1,10,6,11,14,21,8,11,19,6,8,29,6,7,12,6,5,2,8,4,7,8,3,5,8,7,5,11,4,7,10,8,10,8,10,10,8,9,9,2,8,7,5,7,8,0,4,5,5,5,10,17,6,6,0,3,1,2,7,5,6,6,6,8,8,1,5,3,6,5,3,3,5,5,4,7,2,2,5,6,7,8,13,13,15,10,13,18,13,7,4,9,10,13,12,14,10,17,13,9,8,11,15,5,0,10,15,20,18,13,16,16,15,20,18,17,9,13,18,15,7,11,8,10,9,8,11,13,12,9,10,14,12,16,10,7,16,12,12,13,17,13,15,18,12,9,11,5
3167,5,6,13,8,3,16,5,8,6,2,2,5,2,5,8,5,9,11,3,8,9,2,3,22,2,2,4,4,5,3,5,4,4,3,2,5,7,1,6,4,3,4,3,3,6,4,2,3,4,6,5,3,5,1,5,1,1,3,1,2,1,3,8,4,6,4,1,0,2,0,4,1,0,1,3,0,1,2,2,1,5,2,3,3,3,2,1,0,2,5,1,5,5,3,9,12,6,19,5,6,9,4,5,5,5,9,10,4,5,10,3,8,3,10,9,4,0,6,14,16,7,4,14,8,7,4,10,7,7,5,15,8,4,4,8,4,3,7,7,7,7,3,9,3,4,6,6,7,7,4,5,6,7,9,8,8,11,11,2,2
3168,6,2,6,9,19,22,1,4,5,3,8,5,0,4,2,8,16,15,3,4,13,4,10,7,4,3,3,3,2,2,0,3,5,5,6,1,2,6,4,4,5,1,7,3,7,6,0,3,2,7,4,4,6,2,0,5,1,2,5,1,1,3,8,5,1,1,5,1,0,0,2,0,0,1,5,0,2,3,1,2,3,0,3,1,2,4,4,2,3,5,3,1,6,7,14,5,13,8,7,13,5,1,8,6,6,4,12,8,6,8,17,7,6,10,11,4,0,7,9,9,8,12,8,13,7,9,21,7,4,7,11,6,4,2,9,6,6,10,10,6,17,5,17,8,2,12,3,5,2,8,7,8,4,6,9,4,4,7,7,2
3169,6,12,12,19,12,35,7,7,12,4,12,12,5,8,17,16,29,20,5,14,17,10,8,14,9,9,3,7,7,6,11,8,6,6,9,6,5,9,10,1,4,4,12,6,8,5,5,7,6,8,8,6,6,6,6,5,8,6,0,1,3,5,3,2,4,4,2,2,5,2,4,2,2,4,6,2,2,7,8,6,5,9,1,7,4,7,6,4,9,6,6,5,8,16,31,24,23,22,17,19,14,6,10,7,15,15,17,8,15,24,11,8,11,10,28,6,2,13,28,24,18,23,25,14,15,21,11,15,13,15,23,18,11,6,7,10,14,8,8,14,11,13,12,10,8,10,13,9,15,14,11,12,11,16,11,17,14,11,13,2
3170,9,17,16,22,30,39,10,14,15,6,8,6,7,11,15,20,28,24,14,16,22,8,7,17,8,1,6,4,1,5,9,5,5,10,8,1,10,8,9,6,12,3,11,8,8,6,13,10,7,16,6,4,4,8,14,7,6,8,7,4,3,7,3,4,4,2,2,5,5,4,10,9,2,4,8,5,6,8,3,7,5,5,5,6,2,6,5,9,5,17,7,9,10,20,20,13,22,30,21,17,14,10,11,9,11,17,23,16,20,22,16,14,21,21,28,7,4,15,27,31,28,22,28,25,33,21,24,18,8,18,26,18,10,19,7,12,8,18,14,17,14,9,11,16,13,14,13,14,12,19,13,17,24,12,16,17,7,10,12,6
3171,4,6,25,20,33,40,7,10,19,11,7,5,9,14,29,28,25,33,15,14,22,5,14,49,30,9,12,8,6,3,14,8,10,8,6,5,8,3,11,10,9,8,5,8,9,6,7,4,9,11,7,5,6,7,6,1,5,7,3,4,1,3,2,7,5,4,3,1,4,2,0,8,2,3,9,0,2,4,7,2,5,2,4,4,6,7,5,4,7,5,6,10,11,14,20,14,17,21,17,26,7,7,6,10,14,19,18,19,14,19,21,10,14,12,20,6,2,14,23,22,22,27,23,15,22,19,17,25,11,46,19,18,8,12,13,16,10,11,7,13,14,10,13,13,11,10,4,12,8,9,8,17,8,8,15,27,6,12,8,5
3172,16,23,25,10,19,43,9,16,10,2,15,9,10,15,20,29,45,33,17,14,31,10,16,36,14,10,9,10,13,7,14,6,7,16,13,9,7,16,12,11,10,6,7,16,15,10,15,9,14,7,14,6,4,10,14,8,4,10,6,3,5,11,5,1,5,1,3,9,6,2,7,8,3,6,3,1,5,7,7,10,6,9,7,5,2,6,5,13,7,5,9,6,17,29,30,21,27,26,23,10,15,4,9,15,14,36,21,17,19,27,32,18,21,18,22,5,3,12,36,30,25,26,34,33,29,26,31,17,16,20,18,19,16,18,13,18,11,8,11,12,18,9,19,26,13,16,11,17,14,17,15,18,16,21,20,10,15,10,11,5
3173,17,21,39,36,39,69,18,12,23,8,18,16,24,20,35,29,42,60,28,25,47,17,13,25,21,15,14,14,23,11,18,9,14,22,16,10,12,7,8,12,24,14,23,13,20,18,18,18,24,24,19,15,12,13,15,19,22,5,9,10,10,15,9,10,15,13,17,8,9,9,12,7,4,11,9,7,4,12,17,6,12,12,19,17,11,9,21,12,13,29,21,13,21,57,48,48,41,57,51,33,21,14,17,20,33,28,48,44,39,44,36,31,35,42,76,11,1,41,78,66,40,57,51,51,36,36,59,37,26,33,35,21,11,22,29,19,25,17,27,27,37,14,17,26,18,24,29,25,21,23,24,24,22,24,17,22,19,19,21,11
3174,16,19,20,25,31,45,15,15,26,13,15,7,6,21,31,32,46,62,24,22,31,13,28,21,17,11,17,9,20,14,17,13,7,10,17,6,18,12,13,13,21,20,25,12,17,18,15,9,12,8,19,14,9,9,14,13,7,8,8,7,8,7,3,15,9,6,0,4,5,4,7,7,7,6,10,9,4,8,12,7,12,12,9,10,10,6,6,8,5,11,13,7,12,32,32,35,33,27,33,21,18,7,7,17,26,43,30,33,31,31,39,27,28,31,50,10,3,19,60,54,34,44,45,32,24,31,45,22,24,23,28,21,8,18,16,11,13,23,22,15,25,9,24,29,20,21,14,7,23,16,11,32,19,21,21,30,18,18,17,3
3175,17,34,56,28,50,57,19,15,36,8,18,14,22,38,48,50,67,62,21,23,31,19,19,38,22,9,16,17,22,14,16,18,17,18,18,23,15,22,14,19,27,16,19,20,19,28,30,21,25,20,25,11,22,11,12,14,21,21,5,10,11,16,14,10,17,8,9,12,9,9,10,18,14,14,10,11,20,20,16,17,14,18,13,14,11,25,19,27,30,28,27,40,44,43,40,48,33,50,49,42,29,25,21,24,14,51,47,64,39,46,42,42,38,42,79,18,6,32,57,55,48,36,43,38,48,55,45,50,38,43,64,49,14,34,30,25,33,25,38,36,35,28,59,59,19,39,32,23,23,47,28,38,35,40,38,44,16,32,23,14
3176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177,9,5,10,5,9,10,3,4,4,1,5,4,7,4,11,12,21,20,5,10,12,5,1,10,5,4,5,6,5,2,3,2,3,4,3,3,7,7,4,3,4,3,3,3,6,6,3,5,2,3,2,5,3,5,0,2,6,2,1,3,2,3,2,6,4,1,3,3,3,3,2,1,2,0,5,1,4,0,2,6,2,3,2,1,5,2,2,3,5,4,2,3,7,7,7,8,2,8,7,6,5,1,7,3,6,10,11,15,4,11,7,6,8,13,15,2,1,8,19,11,8,12,8,12,7,18,8,5,7,14,11,9,2,9,11,7,9,8,5,8,10,5,11,11,5,12,11,3,9,12,6,9,17,8,9,15,10,3,8,0
3178,17,38,28,38,64,91,30,30,39,8,13,9,21,27,50,36,69,76,39,31,51,14,24,36,17,12,18,12,9,21,16,21,12,15,10,20,16,13,18,18,28,23,23,19,22,26,20,18,9,18,22,16,9,10,18,8,13,10,9,14,15,13,10,6,31,19,7,10,9,9,15,12,9,15,20,6,7,12,12,9,12,12,11,17,14,15,20,15,24,15,13,17,16,26,32,52,39,48,36,26,22,20,12,30,34,45,49,47,56,52,38,33,38,26,42,15,7,16,70,55,43,44,48,38,37,42,41,44,34,30,69,38,17,31,29,18,34,18,28,28,24,19,39,32,31,30,34,26,18,18,31,30,25,35,38,37,25,34,19,15
3179,3,3,3,5,9,15,9,7,6,2,0,6,4,7,4,5,12,12,8,4,5,3,3,7,2,2,0,2,9,4,6,5,2,3,4,4,2,4,4,6,2,2,7,3,2,7,5,9,1,2,4,0,3,2,1,2,0,1,3,4,1,2,1,4,0,1,1,1,2,3,3,3,3,4,1,2,1,3,4,1,0,0,3,2,3,5,2,2,4,4,3,4,1,6,6,6,5,8,5,6,8,3,4,3,2,8,8,10,4,3,8,5,2,2,10,0,0,4,16,11,10,4,11,6,6,6,7,6,5,7,6,5,4,2,5,3,5,7,4,5,5,6,7,10,6,5,9,4,3,6,6,4,3,4,4,11,8,7,4,2
3180,3,8,6,9,27,44,8,6,12,0,0,1,6,6,5,6,13,15,4,7,5,3,2,4,5,3,3,3,2,9,1,3,5,5,4,3,3,3,2,2,5,0,5,4,4,1,7,6,2,3,0,5,5,3,2,3,4,2,6,3,1,2,5,3,4,1,3,1,1,2,3,6,2,2,2,1,3,3,2,1,2,4,1,4,5,4,11,4,1,2,3,3,2,3,9,8,13,12,7,5,4,3,5,6,7,12,13,6,2,11,10,5,6,2,18,4,2,12,23,11,9,11,12,6,6,7,10,7,9,9,10,14,5,5,9,8,2,7,7,7,9,2,8,14,8,9,7,6,9,8,6,6,4,4,7,10,2,12,2,3
3181,1,4,4,2,3,5,1,2,2,0,2,0,0,2,1,1,3,7,0,1,3,0,0,2,1,1,0,2,3,2,0,3,3,1,1,2,1,1,0,1,2,1,0,4,2,2,2,0,0,3,3,2,0,1,4,2,1,4,0,3,2,4,1,1,1,2,3,1,0,3,4,7,0,1,1,3,1,2,1,2,9,6,7,8,2,2,3,5,1,3,2,3,1,1,4,10,4,6,3,2,5,2,1,4,2,4,6,1,1,9,5,2,3,6,4,1,1,4,3,5,3,3,4,2,3,3,2,5,2,3,4,0,2,3,7,4,6,4,4,3,5,3,4,6,2,7,7,2,2,5,11,7,1,6,4,15,0,2,3,0
3182,1,2,2,4,3,3,1,0,2,3,0,1,3,0,0,1,0,6,1,2,5,2,1,1,1,0,0,4,3,1,3,3,1,4,0,2,2,1,1,0,1,2,3,6,3,2,3,1,2,2,1,2,2,1,4,2,1,4,6,6,3,4,0,1,12,1,0,3,1,3,1,0,0,1,2,2,2,3,4,1,1,5,15,5,8,3,2,4,1,7,0,1,5,4,4,1,0,3,0,1,7,3,1,2,3,7,4,1,2,3,4,4,5,2,4,3,0,0,10,3,2,3,2,2,0,1,5,5,0,5,2,5,0,3,6,4,6,6,1,7,3,3,3,3,0,3,6,1,4,3,5,4,2,4,4,4,1,4,3,0
3183,5,3,1,6,3,4,2,2,3,1,0,2,0,0,1,0,3,12,2,4,4,2,3,6,0,4,3,1,1,2,1,1,0,0,5,0,1,2,0,0,4,3,3,1,2,3,4,4,3,2,4,12,0,1,0,1,2,0,3,1,3,3,0,3,1,0,1,1,2,3,1,3,1,2,7,4,4,2,0,2,3,2,5,8,6,7,2,1,5,3,3,3,3,4,7,8,4,7,5,0,3,3,4,2,3,3,2,5,4,3,6,1,2,4,4,2,1,3,5,10,1,4,6,7,4,3,7,2,4,7,10,9,5,8,2,4,2,3,12,1,3,6,8,3,2,4,2,2,4,2,2,3,5,5,2,2,2,2,5,2
3184,0,1,6,3,5,7,2,3,10,0,0,1,9,3,3,1,2,4,0,0,0,1,0,5,2,1,0,3,0,0,1,0,2,1,2,1,0,3,0,3,2,0,4,4,1,2,3,3,3,5,2,2,2,4,0,3,4,5,2,8,2,3,3,0,2,4,3,2,3,2,2,8,1,2,0,2,3,4,1,1,3,10,10,11,6,3,4,0,2,4,1,2,4,0,2,10,3,3,6,2,0,3,3,3,2,7,0,1,3,3,5,4,3,5,2,2,0,1,6,7,3,3,6,5,5,1,1,3,3,4,9,13,2,4,3,3,2,4,4,5,3,4,13,6,3,3,4,5,4,7,2,2,4,2,8,10,2,1,4,0
3185,4,5,4,4,3,14,1,3,3,1,3,2,1,2,7,4,6,7,6,3,9,2,0,2,2,2,4,1,3,1,2,2,1,1,3,3,1,1,1,3,4,1,1,7,5,4,12,4,2,3,3,2,2,2,1,0,2,4,1,7,2,0,3,1,0,0,1,4,4,3,3,2,1,1,6,0,3,0,2,1,1,2,5,6,1,5,3,2,1,6,3,5,5,2,4,4,4,0,4,3,4,3,4,6,2,6,2,5,5,6,4,6,10,6,6,2,2,2,4,6,8,4,10,10,5,4,10,3,8,5,4,8,3,8,6,2,8,2,2,7,8,3,9,10,10,7,3,2,8,5,3,7,10,3,10,13,7,5,3,2
3186,3,6,6,12,14,26,7,8,15,0,3,3,1,3,2,6,11,8,8,6,17,3,3,7,6,10,3,7,4,0,3,5,5,5,3,4,1,5,8,11,6,2,6,5,11,7,6,13,7,4,9,2,5,5,5,5,4,2,6,6,2,1,3,7,13,7,4,1,2,7,14,12,2,4,5,3,8,8,8,8,2,8,4,9,5,6,4,6,8,5,7,12,12,10,12,11,7,11,13,11,12,5,9,13,4,6,11,16,13,5,19,11,14,7,10,7,10,7,12,18,7,10,13,14,18,13,13,13,5,11,9,14,7,17,14,7,14,12,12,9,15,11,14,15,8,10,17,10,14,13,12,20,19,23,13,25,6,11,10,2
